Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
44642.8586926,259650.484375,264119.65625,274755.0625,259597.46875,243954.109375,201234.828125,252520.1875,227856.109375,-0.200439453125,0.959716796875,-0.1201171875,-0.2136230319738388,-0.1831054538488388,0.4272460639476776,80.0,766712.0,1.0
44642.8587368,260008.5625,264897.34375,275282.21875,260066.21875,244804.71875,201630.8125,252897.484375,228040.28125,-0.198974609375,0.96142578125,-0.120361328125,-0.03051757626235485,-0.3051757514476776,0.3967284858226776,80.0,766713.0,1.0
44642.8604586,261149.65625,267929.375,277484.9375,263623.09375,247422.296875,202957.78125,253549.625,230045.953125,-0.20068359375,0.96240234375,-0.119873046875,0.0,-0.3356933295726776,0.3967284858226776,80.0,766714.0,1.0
44642.8717847,261519.359375,269080.5,278368.09375,265468.5625,248268.796875,203416.984375,253598.96875,231180.265625,-0.198974609375,0.960693359375,-0.121826171875,0.03051757626235485,-0.5187987685203552,0.3356933295726776,80.0,766715.0,1.0
44642.8748775,260604.0,266762.0,276710.6875,263065.125,246161.921875,202364.03125,252967.75,229872.765625,-0.198486328125,0.96044921875,-0.124755859375,0.0610351525247097,-0.6103515028953552,0.2746581733226776,80.0,766716.0,1.0
44642.8749216,259700.375,264214.53125,274849.65625,259830.640625,244074.09375,201275.59375,252551.5625,227993.4375,-0.19775390625,0.96142578125,-0.1201171875,0.0,-0.5798339247703552,0.2441406100988388,80.0,766717.0,1.0
44642.8806685,260055.234375,264988.71875,275374.5,260309.40625,244921.390625,201660.046875,252917.875,228184.328125,-0.198486328125,0.963623046875,-0.120361328125,0.1220703050494194,-0.5798339247703552,0.2746581733226776,80.0,766718.0,1.0
44642.899878,261214.84375,268052.59375,277615.65625,263932.625,247584.734375,203009.28125,253579.125,230237.828125,-0.19873046875,0.96240234375,-0.124755859375,0.1831054538488388,-0.7019042372703552,0.2136230319738388,80.0,766719.0,1.0
44642.8999222,261617.609375,269268.0,278558.53125,265863.71875,248493.65625,203510.046875,253659.5,231435.34375,-0.1982421875,0.96142578125,-0.12353515625,0.2136230319738388,-0.7324218153953552,0.3356933295726776,80.0,766720.0,1.0
44642.9017846,260691.359375,266961.125,276908.90625,263473.78125,246389.90625,202455.21875,253016.65625,230138.84375,-0.19775390625,0.96435546875,-0.1240234375,0.2136230319738388,-0.6713866591453552,0.3051757514476776,80.0,766721.0,1.0
44642.9049049,259756.609375,264378.9375,275016.25,260186.125,244263.8125,201344.796875,252574.546875,228230.359375,-0.19677734375,0.96533203125,-0.12255859375,0.3051757514476776,-0.7324218153953552,0.3356933295726776,80.0,766722.0,1.0
44642.9049492,260085.453125,265112.34375,275506.90625,260598.734375,245069.359375,201711.546875,252925.015625,228388.609375,-0.199462890625,0.966552734375,-0.1220703125,0.2136230319738388,-0.8850097060203552,0.3967284858226776,80.0,766723.0,1.0
44642.9069064,261231.734375,268155.78125,277722.75,264176.4375,247704.28125,203049.875,253580.90625,230413.6875,-0.19873046875,0.9658203125,-0.120361328125,0.0915527269244194,-0.9460448622703552,0.3967284858226776,80.0,766724.0,1.0
44642.9092993,261635.40625,269374.46875,278660.375,266091.09375,248606.75,203551.53125,253659.234375,231601.09375,-0.19873046875,0.96435546875,-0.119140625,0.0610351525247097,-1.0375975370407104,0.4577636420726776,80.0,766725.0,1.0
44642.9118049,260735.25,267096.46875,277035.5,263717.0625,246524.734375,202527.015625,253040.796875,230330.0,-0.197265625,0.9638671875,-0.122314453125,0.03051757626235485,-1.0986326932907104,0.4882812201976776,80.0,766726.0,1.0
44642.9274488,259795.046875,264492.125,275124.78125,260392.296875,244374.40625,201409.609375,252596.546875,228403.28125,-0.1962890625,0.9658203125,-0.1201171875,-0.03051757626235485,-1.0681151151657104,0.3967284858226776,80.0,766727.0,1.0
44642.9299926,260115.40625,265198.1875,275594.53125,260762.4375,245155.109375,201766.078125,252942.71875,228532.296875,-0.19677734375,0.963134765625,-0.119873046875,-0.03051757626235485,-1.1901854276657104,0.4272460639476776,80.0,766728.0,1.0
44642.9300405,261268.03125,268248.9375,277817.71875,264341.03125,247797.984375,203110.125,253604.0625,230556.46875,-0.19775390625,0.9619140625,-0.119873046875,-0.0610351525247097,-1.1901854276657104,0.4577636420726776,80.0,766729.0,1.0
44642.9317989,261683.328125,269493.84375,278775.71875,266285.8125,248724.765625,203624.84375,253691.6875,231760.328125,-0.198486328125,0.9609375,-0.12158203125,-0.1525878757238388,-1.1901854276657104,0.4272460639476776,80.0,766730.0,1.0
44642.9342579,260783.53125,267231.125,277155.5625,263925.375,246648.828125,202603.546875,253073.25,230497.28125,-0.197509765625,0.9619140625,-0.122802734375,-0.1831054538488388,-1.2512205839157104,0.3662109076976776,80.0,766731.0,1.0
44642.9392205,259832.15625,264607.375,275229.03125,260577.625,244479.453125,201472.203125,252621.3125,228554.28125,-0.196044921875,0.960693359375,-0.1220703125,-0.1525878757238388,-1.3122557401657104,0.4882812201976776,80.0,766732.0,1.0
44642.9423448,260137.296875,265276.875,275672.3125,260911.296875,245231.640625,201805.234375,252952.5625,228658.0,-0.195556640625,0.9619140625,-0.12109375,-0.2136230319738388,-1.3122557401657104,0.4577636420726776,80.0,766733.0,1.0
44642.9423898,261288.859375,268320.53125,277892.1875,264489.375,247873.796875,203141.78125,253606.125,230678.15625,-0.197509765625,0.96435546875,-0.12353515625,-0.1525878757238388,-1.1901854276657104,0.5798339247703552,80.0,766734.0,1.0
44642.9504802,261706.03125,269580.28125,278863.6875,266462.21875,248816.59375,203658.203125,253689.71875,231895.421875,-0.200439453125,0.96435546875,-0.12158203125,-0.2746581733226776,-1.2512205839157104,0.4577636420726776,80.0,766735.0,1.0
44642.9573949,260814.203125,267332.40625,277258.03125,264126.09375,246754.328125,202643.515625,253073.078125,230645.609375,-0.1982421875,0.9638671875,-0.1220703125,-0.3967284858226776,-1.1901854276657104,0.4577636420726776,80.0,766736.0,1.0
44642.9574392,259869.34375,264706.09375,275331.84375,260771.640625,244581.46875,201520.203125,252630.875,228704.046875,-0.196533203125,0.962646484375,-0.1201171875,-0.3967284858226776,-1.1291502714157104,0.5187987685203552,80.0,766737.0,1.0
44642.9599028,260176.90625,265367.0,275771.53125,261090.109375,245328.109375,201858.171875,252971.0625,228806.421875,-0.195068359375,0.964599609375,-0.12060546875,-0.3967284858226776,-1.1901854276657104,0.4882812201976776,80.0,766738.0,1.0
44642.959947,261314.25,268396.53125,277975.96875,264650.21875,247957.65625,203180.578125,253616.140625,230807.25,-0.1943359375,0.961669921875,-0.12109375,-0.4272460639476776,-1.1901854276657104,0.4577636420726776,80.0,766739.0,1.0
44642.9732245,261739.65625,269681.9375,278962.125,266643.625,248918.515625,203709.96875,253707.15625,232038.296875,-0.194580078125,0.96142578125,-0.123046875,-0.3662109076976776,-1.2817381620407104,0.3662109076976776,80.0,766740.0,1.0
44642.9774151,260846.484375,267439.625,277361.28125,264320.75,246862.15625,202694.125,253088.015625,230792.765625,-0.195068359375,0.960693359375,-0.12255859375,-0.4272460639476776,-1.1596678495407104,0.3356933295726776,80.0,766741.0,1.0
44642.9774605,259883.203125,264783.34375,275412.65625,260940.453125,244664.359375,201546.21875,252627.296875,228830.015625,-0.195556640625,0.958251953125,-0.11962890625,-0.4272460639476776,-1.1291502714157104,0.3356933295726776,80.0,766742.0,1.0
44642.9960908,260195.859375,265443.59375,275855.21875,261257.03125,245410.90625,201888.203125,252975.453125,228934.71875,-0.197509765625,0.959716796875,-0.119384765625,-0.4577636420726776,-1.0375975370407104,0.2136230319738388,80.0,766743.0,1.0
44642.9961337,261355.5625,268506.4375,278090.84375,264857.53125,248073.625,203238.609375,253642.0625,230970.0625,-0.196044921875,0.95947265625,-0.120849609375,-0.4882812201976776,-0.9765624403953552,0.2441406100988388,80.0,766744.0,1.0
44642.9992254,261772.203125,269795.75,279078.4375,266868.9375,249039.65625,203760.125,253721.015625,232201.828125,-0.19677734375,0.96337890625,-0.121337890625,-0.5798339247703552,-1.0375975370407104,0.2136230319738388,80.0,766745.0,1.0
44642.9992689,260882.78125,267569.4375,277486.90625,264562.6875,246993.671875,202753.84375,253108.125,230970.0625,-0.196044921875,0.96337890625,-0.119384765625,-0.4272460639476776,-0.9765624403953552,0.2441406100988388,80.0,766746.0,1.0
44642.9992809,259917.265625,264909.59375,275528.09375,261161.375,244784.34375,201613.28125,252653.84375,229006.15625,-0.1953125,0.964111328125,-0.11767578125,-0.4882812201976776,-0.9460448622703552,0.3051757514476776,80.0,766747.0,1.0
44643.002497,260207.125,265525.3125,275930.40625,261409.125,245490.203125,201935.421875,252992.171875,229072.3125,-0.195556640625,0.96337890625,-0.117431640625,-0.5187987685203552,-0.9155272841453552,0.3662109076976776,80.0,766748.0,1.0
44643.0025429,261350.28125,268553.0,278133.3125,264951.875,248121.265625,203264.8125,253646.09375,231066.53125,-0.19677734375,0.967041015625,-0.1181640625,-0.6713866591453552,-0.9155272841453552,0.3356933295726776,80.0,766749.0,1.0
44643.0080425,261786.140625,269861.375,279134.6875,266966.5625,249099.5625,203803.9375,253740.953125,232305.171875,-0.19580078125,0.968994140625,-0.121337890625,-0.7019042372703552,-0.8544921278953552,0.2746581733226776,80.0,766750.0,1.0
44643.0174396,260906.375,267646.5,277553.875,264661.9375,247061.359375,202812.9375,253139.15625,231080.484375,-0.197021484375,0.967041015625,-0.12060546875,-0.7629393935203552,-0.8544921278953552,0.3967284858226776,80.0,766751.0,1.0
44643.0174866,259917.984375,264937.03125,275556.6875,261198.109375,244804.625,201640.109375,252661.53125,229066.5,-0.198486328125,0.967529296875,-0.116943359375,-0.8850097060203552,-0.7934569716453552,0.3662109076976776,80.0,766752.0,1.0
44643.0235478,260186.125,265509.78125,275919.5,261381.40625,245463.65625,201934.96875,252979.65625,229084.015625,-0.197998046875,0.966552734375,-0.116943359375,-0.9460448622703552,-0.8239745497703552,0.4272460639476776,80.0,766753.0,1.0
44643.0235963,261329.71875,268539.9375,278122.59375,264911.53125,248095.078125,203268.46875,253641.703125,231069.75,-0.19775390625,0.96826171875,-0.114501953125,-1.0681151151657104,-0.8239745497703552,0.4272460639476776,80.0,766754.0,1.0
44643.0300205,261767.375,269856.375,279126.71875,266933.40625,249083.203125,203804.640625,253734.59375,232304.828125,-0.19873046875,0.96923828125,-0.1162109375,-1.1291502714157104,-0.7934569716453552,0.4882812201976776,80.0,766755.0,1.0
44643.0300676,260884.75,267636.3125,277538.3125,264632.96875,247041.59375,202798.375,253119.125,231068.046875,-0.197998046875,0.968994140625,-0.11328125,-1.2512205839157104,-0.8544921278953552,0.5798339247703552,80.0,766756.0,1.0
44643.0380594,259900.46875,264926.21875,275545.4375,261169.0625,244783.265625,201632.328125,252646.96875,229060.953125,-0.198486328125,0.968994140625,-0.113525390625,-1.3427733182907104,-0.8544921278953552,0.5187987685203552,80.0,766757.0,1.0
44643.0423542,260159.46875,265472.9375,275893.84375,261329.015625,245425.828125,201917.0,252960.515625,229067.21875,-0.19873046875,0.9697265625,-0.11474609375,-1.4648436307907104,-0.7934569716453552,0.5798339247703552,80.0,766758.0,1.0
44643.042398,261298.796875,268489.96875,278087.1875,264848.15625,248049.75,203238.4375,253615.6875,231037.203125,-0.198974609375,0.9677734375,-0.11328125,-1.4953612089157104,-0.7934569716453552,0.5493163466453552,80.0,766759.0,1.0
44643.053031,261753.515625,269836.1875,279117.6875,266905.78125,249065.40625,203794.09375,253723.328125,232290.96875,-0.197998046875,0.966796875,-0.11474609375,-1.5258787870407104,-0.7629393935203552,0.6408690810203552,80.0,766760.0,1.0
44643.0587357,260885.640625,267642.75,277550.125,264632.5,247042.75,202803.46875,253118.859375,231070.640625,-0.1982421875,0.96630859375,-0.114501953125,-1.4953612089157104,-0.7934569716453552,0.5493163466453552,80.0,766761.0,1.0
44643.0587814,259893.40625,264915.40625,275538.375,261143.671875,244767.265625,201619.453125,252637.671875,229042.984375,-0.196533203125,0.964599609375,-0.113525390625,-1.5869139432907104,-0.7629393935203552,0.5798339247703552,80.0,766762.0,1.0
44643.0605499,260153.578125,265448.875,275874.53125,261281.71875,245400.078125,201900.453125,252957.03125,229033.953125,-0.197021484375,0.9619140625,-0.115478515625,-1.6174315214157104,-0.7934569716453552,0.6408690810203552,80.0,766763.0,1.0
44643.0631105,261291.28125,268464.84375,278065.1875,264797.65625,248024.171875,203223.328125,253614.171875,230997.15625,-0.19580078125,0.958984375,-0.114990234375,-1.4343260526657104,-0.6713866591453552,0.6408690810203552,80.0,766764.0,1.0
44643.0717724,261754.9375,269835.28125,279114.5625,266888.4375,249060.765625,203793.46875,253727.53125,232270.125,-0.1953125,0.958740234375,-0.113525390625,-1.3427733182907104,-0.7324218153953552,0.6713866591453552,80.0,766765.0,1.0
44643.0792914,260882.25,267645.34375,277549.65625,264631.78125,247041.421875,202797.296875,253111.96875,231057.0625,-0.1943359375,0.95703125,-0.11328125,-1.2207030057907104,-0.6103515028953552,0.5798339247703552,80.0,766766.0,1.0
44643.0793379,259892.6875,264912.8125,275539.625,261144.828125,244762.4375,201617.03125,252634.53125,229034.40625,-0.19384765625,0.956787109375,-0.114013671875,-1.1291502714157104,-0.6103515028953552,0.5187987685203552,80.0,766767.0,1.0
44643.0793503,260150.53125,265435.125,275867.375,261264.09375,245382.828125,201896.25,252951.390625,229020.8125,-0.19384765625,0.957275390625,-0.117431640625,-0.9765624403953552,-0.5493163466453552,0.4882812201976776,80.0,766768.0,1.0
44643.0818,261294.765625,268458.84375,278064.84375,264782.875,248013.984375,203223.234375,253611.75,230990.890625,-0.19482421875,0.95703125,-0.113525390625,-0.8239745497703552,-0.5187987685203552,0.5493163466453552,80.0,766769.0,1.0
44643.0855251,261781.859375,269858.4375,279140.125,266906.9375,249080.96875,203809.03125,253739.703125,232288.640625,-0.197509765625,0.955810546875,-0.110595703125,-0.6408690810203552,-0.5493163466453552,0.5187987685203552,80.0,766770.0,1.0
44643.0998784,260919.875,267687.28125,277591.59375,264676.6875,247079.59375,202821.796875,253130.390625,231096.484375,-0.197998046875,0.957275390625,-0.10888671875,-0.5493163466453552,-0.5493163466453552,0.4882812201976776,80.0,766771.0,1.0
44643.0999232,259901.09375,264923.625,275552.125,261159.84375,244768.25,201616.140625,252626.84375,229052.28125,-0.197021484375,0.956787109375,-0.109619140625,-0.5798339247703552,-0.5493163466453552,0.4882812201976776,80.0,766772.0,1.0
44643.1019153,260140.25,265416.6875,275859.25,261249.796875,245363.15625,201880.15625,252933.515625,229017.5,-0.196533203125,0.958251953125,-0.115234375,-0.5798339247703552,-0.5187987685203552,0.4882812201976776,80.0,766773.0,1.0
44643.1043049,261280.109375,268442.21875,278054.1875,264774.03125,247999.59375,203208.390625,253594.765625,230989.734375,-0.197265625,0.961669921875,-0.1162109375,-0.4882812201976776,-0.4882812201976776,0.4577636420726776,80.0,766774.0,1.0
44643.1067993,261765.3125,269855.21875,279129.84375,266916.21875,249073.90625,203788.828125,253712.421875,232289.0,-0.198486328125,0.96435546875,-0.11328125,-0.3967284858226776,-0.5798339247703552,0.3967284858226776,80.0,766775.0,1.0
44643.1155786,260917.203125,267709.1875,277601.15625,264721.46875,247091.75,202816.609375,253116.0,231117.578125,-0.1962890625,0.9658203125,-0.113525390625,-0.2441406100988388,-0.6408690810203552,0.3967284858226776,80.0,766776.0,1.0
44643.118754,259908.875,264949.0,275573.40625,261211.265625,244789.4375,201626.953125,252629.53125,229087.421875,-0.19873046875,0.966552734375,-0.111572265625,-0.3356933295726776,-0.6103515028953552,0.5493163466453552,80.0,766777.0,1.0
44643.1187986,260146.953125,265422.78125,275868.71875,261277.6875,245371.65625,201883.296875,252932.4375,229039.765625,-0.198486328125,0.966552734375,-0.11181640625,-0.3356933295726776,-0.6713866591453552,0.4882812201976776,80.0,766778.0,1.0
44643.1292309,261305.9375,268461.4375,278078.875,264811.9375,248020.6875,203220.8125,253603.171875,231018.609375,-0.199462890625,0.9677734375,-0.10986328125,-0.3662109076976776,-0.7629393935203552,0.4577636420726776,80.0,766779.0,1.0
44643.1361858,261803.578125,269906.0,279182.78125,266991.5,249125.84375,203821.28125,253738.890625,232342.453125,-0.200927734375,0.9697265625,-0.1103515625,-0.3662109076976776,-0.7934569716453552,0.3967284858226776,80.0,766780.0,1.0
44643.1362384,260942.0625,267759.4375,277651.9375,264800.9375,247142.71875,202843.34375,253129.578125,231167.5625,-0.202880859375,0.966552734375,-0.11376953125,-0.4272460639476776,-0.9155272841453552,0.3662109076976776,80.0,766781.0,1.0
44643.1380605,259926.296875,264985.125,275609.625,261271.609375,244820.09375,201637.59375,252629.796875,229118.09375,-0.20458984375,0.96875,-0.112548828125,-0.3967284858226776,-1.0070799589157104,0.4577636420726776,80.0,766782.0,1.0
44643.1405233,260149.1875,265431.90625,275881.15625,261302.71875,245375.578125,201877.296875,252925.921875,229048.53125,-0.203857421875,0.967529296875,-0.111572265625,-0.4577636420726776,-1.1901854276657104,0.5493163466453552,80.0,766783.0,1.0
44643.1430506,261305.234375,268462.875,278087.375,264829.5625,248024.171875,203213.75,253601.390625,231023.890625,-0.20361328125,0.96826171875,-0.11328125,-0.5187987685203552,-1.2817381620407104,0.4882812201976776,80.0,766784.0,1.0
44643.1568078,261797.765625,269913.0625,279197.4375,267019.84375,249141.578125,203815.375,253732.546875,232347.109375,-0.20263671875,0.966064453125,-0.113525390625,-0.4272460639476776,-1.3732908964157104,0.4882812201976776,80.0,766785.0,1.0
44643.159885,260940.890625,267785.1875,277677.0625,264847.875,247170.609375,202846.921875,253124.125,231189.5625,-0.202880859375,0.96484375,-0.113037109375,-0.5798339247703552,-1.4953612089157104,0.4577636420726776,80.0,766786.0,1.0
44643.1599294,259936.859375,265020.1875,275642.4375,261328.5625,244856.390625,201659.859375,252642.140625,229165.5625,-0.20263671875,0.963623046875,-0.11376953125,-0.4577636420726776,-1.5563963651657104,0.4882812201976776,80.0,766787.0,1.0
44643.161862,260154.109375,265453.34375,275906.71875,261341.890625,245401.953125,201900.28125,252942.015625,229095.921875,-0.203125,0.96240234375,-0.116455078125,-0.3662109076976776,-1.5869139432907104,0.5187987685203552,80.0,766788.0,1.0
44643.1642576,261299.140625,268480.75,278105.15625,264855.9375,248042.859375,203229.484375,253610.765625,231063.40625,-0.20068359375,0.961181640625,-0.11328125,-0.3051757514476776,-1.7700194120407104,0.5493163466453552,80.0,766789.0,1.0
44643.1680441,261793.5625,269949.1875,279223.625,267065.625,249170.640625,203835.21875,253741.578125,232401.296875,-0.20166015625,0.961669921875,-0.1123046875,-0.1831054538488388,-1.9226073026657104,0.5493163466453552,80.0,766790.0,1.0
44643.177379,260956.546875,267846.96875,277728.84375,264929.4375,247228.90625,202888.5,253154.4375,231270.296875,-0.198974609375,0.95947265625,-0.1123046875,-0.0915527269244194,-1.9226073026657104,0.6713866591453552,80.0,766791.0,1.0
44643.1774237,259944.8125,265061.75,275683.3125,261390.703125,244900.296875,201690.796875,252666.359375,229228.765625,-0.199951171875,0.958740234375,-0.11181640625,-0.0915527269244194,-1.9836424589157104,0.7629393935203552,80.0,766792.0,1.0
44643.1794166,260151.609375,265456.84375,275918.96875,261361.375,245414.390625,201905.1875,252953.90625,229123.359375,-0.200439453125,0.9599609375,-0.111083984375,0.0610351525247097,-2.014159917831421,0.6713866591453552,80.0,766793.0,1.0
44643.1830129,261279.125,268452.40625,278091.46875,264842.96875,248026.953125,203209.90625,253599.234375,231057.0625,-0.1982421875,0.9609375,-0.110107421875,0.1525878757238388,-2.166747808456421,0.7019042372703552,80.0,766794.0,1.0
44643.1973968,261785.875,269946.6875,279224.1875,267070.8125,249170.46875,203826.640625,253733.265625,232402.546875,-0.196044921875,0.961181640625,-0.114501953125,0.1525878757238388,-2.258300542831421,0.7019042372703552,80.0,766795.0,1.0
44643.1974433,260951.625,267858.5,277735.625,264943.28125,247233.640625,202880.359375,253144.96875,231277.625,-0.1962890625,0.9599609375,-0.11376953125,0.2746581733226776,-2.105712652206421,0.6713866591453552,80.0,766796.0,1.0
44643.1993098,259920.765625,265046.375,275662.375,261371.5625,244876.25,201662.90625,252640.96875,229213.484375,-0.19384765625,0.960693359375,-0.114501953125,0.3051757514476776,-2.227782964706421,0.7324218153953552,80.0,766797.0,1.0
44643.2018723,260094.125,265395.5,275855.21875,261285.109375,245346.609375,201852.625,252906.328125,229065.6875,-0.193115234375,0.960205078125,-0.1103515625,0.2136230319738388,-2.258300542831421,0.8239745497703552,80.0,766798.0,1.0
44643.2042998,261249.171875,268413.96875,278049.375,264776.1875,247984.484375,203186.578125,253584.578125,231020.3125,-0.19287109375,0.96240234375,-0.112548828125,0.3051757514476776,-2.319335699081421,0.7934569716453552,80.0,766799.0,1.0
44643.2105579,261775.953125,269928.25,279205.75,267028.15625,249155.796875,203818.5,253738.71875,232381.0,-0.192138671875,0.95947265625,-0.11181640625,0.3662109076976776,-2.288818120956421,0.7934569716453552,80.0,766800.0,1.0
44643.2149072,260933.921875,267837.84375,277712.5625,264896.625,247213.703125,202869.625,253142.640625,231247.5,-0.19384765625,0.95703125,-0.11279296875,0.3356933295726776,-2.319335699081421,0.8850097060203552,80.0,766801.0,1.0
44643.2149504,259899.921875,265013.75,275627.59375,261302.71875,244838.875,201648.953125,252632.484375,229172.09375,-0.192138671875,0.9580078125,-0.111572265625,0.4272460639476776,-2.197265386581421,0.8239745497703552,80.0,766802.0,1.0
44643.2456662,260088.9375,265356.4375,275822.875,261199.1875,245304.78125,201846.0,252913.484375,229024.296875,-0.190185546875,0.955322265625,-0.116455078125,0.4272460639476776,-2.075195074081421,0.8850097060203552,80.0,766803.0,1.0
44643.2544794,261238.4375,268357.28125,278007.34375,264671.84375,247931.46875,203167.0,253587.609375,230958.0,-0.19091796875,0.95703125,-0.1201171875,0.5798339247703552,-2.044677495956421,0.8544921278953552,80.0,766804.0,1.0
44643.2545278,261764.875,269885.78125,279169.09375,266938.59375,249113.328125,203798.65625,253737.015625,232322.515625,-0.191650390625,0.9599609375,-0.1181640625,0.6408690810203552,-1.9226073026657104,0.7934569716453552,80.0,766805.0,1.0
44643.2593142,260926.953125,267812.53125,277685.03125,264830.28125,247182.234375,202849.515625,253140.140625,231201.53125,-0.19091796875,0.96240234375,-0.11572265625,0.7629393935203552,-1.8920897245407104,0.7934569716453552,80.0,766806.0,1.0
